ticket_id,ticket_text,issue_type,urgency_level,product,cleaned_text,text_length,word_count,sentiment,tokens,processed_text
856,Order #81509 for Vision LED TV is 3 days late. Ordered on 10 April.,Late Delivery,Medium,Vision LED TV,order for vision led tv is days late. ordered on april.,55,11,-0.3,"['order', 'vision', 'led', 'day', 'late', 'ordered', 'april']",order vision led day late ordered april
857,Can't log in to my account. Keeps showing reset required. Help!,Account Access,High,FitRun Treadmill,can t log in to my account. keeps showing reset required. help!,63,12,0.0,"['log', 'account', 'keep', 'showing', 'reset', 'required', 'help']",log account keep showing reset required help
858,Order #79357 for Vision LED TV is 10 days late. Ordered on 12 May. Delivery expected by 12 May.,Late Delivery,Medium,Vision LED TV,order for vision led tv is days late. ordered on may. delivery expected by may.,79,15,-0.2,"['order', 'vision', 'led', 'day', 'late', 'ordered', 'may', 'delivery', 'expected', 'may']",order vision led day late ordered may delivery expected may
859,"Can you tell me more about the RoboChef Blender warranty? Also, is it available in black?",General Inquiry,Medium,RoboChef Blender,can you tell me more about the robochef blender warranty? also is it available in black?,88,16,0.24444444444444446,"['tell', 'robochef', 'blender', 'warranty', 'also', 'available', 'black']",tell robochef blender warranty also available black
860,I ordered SmartWatch V2 but got Vision LED TV instead. My order number is #35751. Delivery expected by 07 May.,Wrong Item,Medium,SmartWatch V2,i ordered smartwatch v but got vision led tv instead. my order number is . delivery expected by may.,100,19,-0.1,"['ordered', 'smartwatch', 'got', 'vision', 'led', 'instead', 'order', 'number', 'delivery', 'expected', 'may']",ordered smartwatch got vision led instead order number delivery expected may
861,I ordered PhotoSnap Cam but got EcoBreeze AC instead. My order number is #95981.,Wrong Item,Medium,PhotoSnap Cam,i ordered photosnap cam but got ecobreeze ac instead. my order number is .,74,14,0.0,"['ordered', 'photosnap', 'cam', 'got', 'ecobreeze', 'instead', 'order', 'number']",ordered photosnap cam got ecobreeze instead order number
862,Order #46436 for SoundWave 300 is 3 days late. Ordered on 02 May.,Late Delivery,High,SoundWave 300,order for soundwave is days late. ordered on may.,49,9,-0.3,"['order', 'soundwave', 'day', 'late', 'ordered', 'may']",order soundwave day late ordered may
863,Payment issue for my SoundWave 300. I was not refunded for order #57172.,Billing Problem,Medium,SoundWave 300,payment issue for my soundwave . i was not refunded for order .,63,13,0.0,"['payment', 'issue', 'soundwave', 'refunded', 'order']",payment issue soundwave refunded order
864,,General Inquiry,Low,UltraClean Vacuum,,0,0,0.0,[],empty text
865,Is this item in stock?,General Inquiry,Low,FitRun Treadmill,is this item in stock?,22,5,0.0,"['item', 'stock']",item stock
866,Account problem. Assistance needed.,Account Access,High,EcoBreeze AC,account problem. assistance needed.,35,4,0.0,"['account', 'problem', 'assistance', 'needed']",account problem assistance needed
867,Facing installation issue with . Setup fails at step 1.,Installation Issue,High,PhotoSnap Cam,facing installation issue with . setup fails at step .,54,10,-0.5,"['facing', 'installation', 'issue', 'setup', 'fails', 'step']",facing installation issue setup fails step
868,Can't log in to my account. Keeps showing error. Help!,Account Access,High,SoundWave 300,can t log in to my account. keeps showing error. help!,54,11,0.0,"['log', 'account', 'keep', 'showing', 'error', 'help']",log account keep showing error help
869,"Can you tell me more about teh SmartWatch V2 warranty? Also, is it available in white? Delivery expected by 08 April.",General Inquiry,Low,SmartWatch V2,can you tell me more about teh smartwatch v warranty? also is it available in white? delivery expected by april.,112,20,0.2,"['tell', 'teh', 'smartwatch', 'warranty', 'also', 'available', 'white', 'delivery', 'expected', 'april']",tell teh smartwatch warranty also available white delivery expected april
870,I ordered  but got UltraClean Vacuum instead. My order number is #87705.,Wrong Item,Low,UltraClean Vacuum,i ordered but got ultraclean vacuum instead. my order number is .,65,12,-0.008333333333333333,"['ordered', 'got', 'ultraclean', 'vacuum', 'instead', 'order', 'number']",ordered got ultraclean vacuum instead order number
871,"Order #92113 for SmartWatch V2 is 7 days late. Ordered on 11 March. Also, I contacted support on 11 March but got no response.",Late Delivery,High,SmartWatch V2,order for smartwatch v is days late. ordered on march. also i contacted support on march but got no response.,109,20,-0.3,"['order', 'smartwatch', 'day', 'late', 'ordered', 'march', 'also', 'contacted', 'support', 'march', 'got', 'response']",order smartwatch day late ordered march also contacted support march got response
872,Both my Vision LED TV and RoboChef Blender are defective. Both giving issues.,Product Defect,Low,Vision LED TV,both my vision led tv and robochef blender are defective. both giving issues.,77,13,0.0,"['vision', 'led', 'robochef', 'blender', 'defective', 'giving', 'issue']",vision led robochef blender defective giving issue
873,Payment issue for my . I was charged twice for order #32134. Delivery expected by 05 May.,Billing Problem,Low,EcoBreeze AC,payment issue for my . i was charged twice for order . delivery expected by may.,80,16,-0.1,"['payment', 'issue', 'charged', 'twice', 'order', 'delivery', 'expected', 'may']",payment issue charged twice order delivery expected may
874,"Can you tell me more about teh SmartWatch V2 warranty? Also, is it available in red? Also, I contacted support on 19 April but got no response.",General Inquiry,Low,SmartWatch V2,can you tell me more about teh smartwatch v warranty? also is it available in red? also i contacted support on april but got no response.,137,26,0.3,"['tell', 'teh', 'smartwatch', 'warranty', 'also', 'available', 'red', 'also', 'contacted', 'support', 'april', 'got', 'response']",tell teh smartwatch warranty also available red also contacted support april got response
875,Can't log in to my account. Keeps showing blocked. Help!,Account Access,Low,RoboChef Blender,can t log in to my account. keeps showing blocked. help!,56,11,0.0,"['log', 'account', 'keep', 'showing', 'blocked', 'help']",log account keep showing blocked help
876,Payment issue fr mi PowerMax Battery. I was underbilled fr order #33239.,Billing Problem,Medium,PowerMax Battery,payment issue fr mi powermax battery. i was underbilled fr order .,66,12,0.0,"['payment', 'issue', 'powermax', 'battery', 'underbilled', 'order']",payment issue powermax battery underbilled order
877,"Facing installation issue with SoundWave 300. Setup fails at step 1. Also, I contacted support on 12 April but got no response.",Installation Issue,High,SoundWave 300,facing installation issue with soundwave . setup fails at step . also i contacted support on april but got no response.,119,21,-0.5,"['facing', 'installation', 'issue', 'soundwave', 'setup', 'fails', 'step', 'also', 'contacted', 'support', 'april', 'got', 'response']",facing installation issue soundwave setup fails step also contacted support april got response
878,Can't log in to my account. Keeps showing reset required. Help! Delivery expected by 06 April.,Account Access,High,ProTab X1,can t log in to my account. keeps showing reset required. help! delivery expected by april.,91,16,-0.1,"['log', 'account', 'keep', 'showing', 'reset', 'required', 'help', 'delivery', 'expected', 'april']",log account keep showing reset required help delivery expected april
879,Order #20416 for  is 1 days late. Ordered on 06 May.,Late Delivery,Medium,SoundWave 300,order for is days late. ordered on may.,39,8,-0.3,"['order', 'day', 'late', 'ordered', 'may']",order day late ordered may
880,I ordered  but got EcoBreeze AC instead. My order number is #70159.,Wrong Item,High,PhotoSnap Cam,i ordered but got ecobreeze ac instead. my order number is .,60,12,0.0,"['ordered', 'got', 'ecobreeze', 'instead', 'order', 'number']",ordered got ecobreeze instead order number
881,Payment issue for my Vision LED TV. I was overbilled for order #26865.,Billing Problem,Low,Vision LED TV,payment issue for my vision led tv. i was overbilled for order .,64,13,0.0,"['payment', 'issue', 'vision', 'led', 'overbilled', 'order']",payment issue vision led overbilled order
882,Can't log in to my account. Keeps showing unknown issue. Help!,Account Access,Medium,PowerMax Battery,can t log in to my account. keeps showing unknown issue. help!,62,12,-0.125,"['log', 'account', 'keep', 'showing', 'unknown', 'issue', 'help']",log account keep showing unknown issue help
883,Facing installation issue with Vision LED TV. Setup fails at step 2.,Installation Issue,Medium,Vision LED TV,facing installation issue with vision led tv. setup fails at step .,67,12,-0.5,"['facing', 'installation', 'issue', 'vision', 'led', 'setup', 'fails', 'step']",facing installation issue vision led setup fails step
884,Order #28878 for SoundWave 300 is 18 days late. Ordered on 18 May. Delivery expected by 18 May.,Unknown,Medium,SoundWave 300,order for soundwave is days late. ordered on may. delivery expected by may.,75,13,-0.2,"['order', 'soundwave', 'day', 'late', 'ordered', 'may', 'delivery', 'expected', 'may']",order soundwave day late ordered may delivery expected may
885,Can't log in to my account. Keeps showing reset required. Help!,Account Access,Low,EcoBreeze AC,can t log in to my account. keeps showing reset required. help!,63,12,0.0,"['log', 'account', 'keep', 'showing', 'reset', 'required', 'help']",log account keep showing reset required help
886,Payment issue fr mi PhotoSnap Cam. I was overbilled fr order #68654.,Billing Problem,Medium,PhotoSnap Cam,payment issue fr mi photosnap cam. i was overbilled fr order .,62,12,0.0,"['payment', 'issue', 'photosnap', 'cam', 'overbilled', 'order']",payment issue photosnap cam overbilled order
887,Payment issue for my RoboChef Blender. I was overbilled for order #77275.,Billing Problem,Low,RoboChef Blender,payment issue for my robochef blender. i was overbilled for order .,67,12,0.0,"['payment', 'issue', 'robochef', 'blender', 'overbilled', 'order']",payment issue robochef blender overbilled order
888,PhotoSnap Cam is charged. It stopped working after just 11 days.,Unknown,Medium,PhotoSnap Cam,photosnap cam is charged. it stopped working after just days.,61,10,0.0,"['photosnap', 'cam', 'charged', 'stopped', 'working', 'day']",photosnap cam charged stopped working day
889,"Facing installation issue with Vision LED TV. Setup fails at step 3. Also, I contacted support on 05 April but got no response.",Unknown,Low,Vision LED TV,facing installation issue with vision led tv. setup fails at step . also i contacted support on april but got no response.,122,22,-0.5,"['facing', 'installation', 'issue', 'vision', 'led', 'setup', 'fails', 'step', 'also', 'contacted', 'support', 'april', 'got', 'response']",facing installation issue vision led setup fails step also contacted support april got response
890,Can't log in to my account. Keeps showing unknown issue. Help!,Account Access,Low,ProTab X1,can t log in to my account. keeps showing unknown issue. help!,62,12,-0.125,"['log', 'account', 'keep', 'showing', 'unknown', 'issue', 'help']",log account keep showing unknown issue help
